ground_truth,PIPLUP_no_merge,PIPLUP,count
<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer started.,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer started.,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer started.,1
<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer starting Installation.,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer starting Installation.,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer starting Installation.,1
process <*>[<*>] caught causing excessive wakeups. EXC_RESOURCE supressed due to audio playback,process WeChat[<*>] caught causing excessive wakeups. EXC_RESOURCE supressed due to audio playback,process WeChat[<*>] caught causing excessive wakeups. EXC_RESOURCE supressed due to audio playback,1
<MMSplitView: <*>: the delegate <MMMainViewController: <*> was sent -splitView:resizeSubviewsWithOldSize: and left the arranged view frames in an inconsistent state:,<MMSplitView: <*>: the delegate <MMMainViewController: <*> was sent -splitView:resizeSubviewsWithOldSize: and left the arranged view frames in an inconsistent state:,<MMSplitView: <*>: the delegate <MMMainViewController: <*> was sent -splitView:resizeSubviewsWithOldSize: and left the arranged view frames in an inconsistent state:,1
tcp_connection_tls_session_error_callback_imp <*> error <*>,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,1
AOSKit ERROR: XPC CLIENT: Connection <*> event handler received event with type: [<*>]. Description: <*>,AOSKit ERROR: XPC CLIENT: Connection [<*>] event handler received event with type: [XPC_TYPE_ERROR]. Description: [Connection interrupted],AOSKit ERROR: XPC CLIENT: Connection [<*>] event handler received event with type: [XPC_TYPE_ERROR]. Description: [Connection interrupted],1
ARPT: <*>: <*>: leaveModulePoweredForOffloads: Wi-Fi will turn off.,ARPT: <*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.,ARPT: <*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.,1
time set <*> s,time set +<*>,time set +<*>,1
<*> : Terminate AirDrop P2P link,<*> : Terminate AirDrop P2P link,<*> : Terminate AirDrop P2P link,1
<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallBackend shouldInstallWithVersion:error:] Google Software Update found version that is the same or newer: <*>.,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallBackend shouldInstallWithVersion:error:] Google Software Update found version that is the same or newer: <*>.,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallBackend shouldInstallWithVersion:error:] Google Software Update found version that is the same or newer: <*>.,1
"[QL] After retry, preview was from a different type for <QLPreview <*>","[QL] After retry, preview was from a different type for <QLPreview <*> file:<*>%E6%<*>%E6%A1%A36.docx>","[QL] After retry, preview was from a different type for <QLPreview <*> file:<*>%E6%<*>%E6%A1%A36.docx>",1
network changed: <*> DNS Proxy SMB,0,0,1
DHCP <*>: INIT transmit failed,DHCP en0: INIT transmit failed,DHCP en0: INIT transmit failed,1
Sandbox: com.apple.WebKit(<*>) Sandbox: deny(<*>) <*>,Sandbox: <*>) Sandbox: deny(com1) .apple.WfileebK-read-data <*>,Sandbox: <*>) Sandbox: deny(com1) .apple.WfileebK-read-data <*>,1
Sandbox: com.apple.WebKit(<*>) deny(<*>) ipc-posix-sem SandboxingDetectionTest,Sandbox: <*>) deny(<*>) ipc-posix-sem SandboxingDetectionTest,Sandbox: <*>) deny(<*>) ipc-posix-sem SandboxingDetectionTest,1
Saved crash report for Finder[<*>] version <*> (<*>) to <*>,Saved crash report for Finder[<*>] version <*> (<*>) to <*>,Saved crash report for Finder[<*>] version <*> (<*>) to <*>,1
Service exited due to signal: Segmentation fault: <*>,Service exited due to signal: Segmentation fault: <*>,Service exited due to signal: Segmentation fault: <*>,1
Skipping STATUS for <*> because CHECK failed with error: (<*>),Skipping STATUS for Deleted Messages because CHECK failed with error: (null),Skipping STATUS for Deleted Messages because CHECK failed with error: (null),1
Skipping STATUS for <*> because CHECK failed with error: (<*>),Skipping STATUS for INBOX because CHECK failed with error: (null),Skipping STATUS for INBOX because CHECK failed with error: (null),1
Skipping STATUS for <*> because CHECK failed with error: (<*>),Skipping STATUS for [Gmail]/All Mail because CHECK failed with error: (null),Skipping STATUS for [Gmail]/All Mail because CHECK failed with error: (null),1
"Split view bounds: {{<*>, <*>}, {<*>, <*>}}","Split view bounds: {{<*>, <*>}, {<*>, <*>}}","Split view bounds: {{<*>, <*>}, {<*>, <*>}}",1
"The outer edges of the arranged view frames are supposed to line up with the split view's bounds' edges. NSSplitView is working around the problem, perhaps at the cost of more redrawing. (This message is only logged once per NSSplitView.)","The outer edges of the arranged view frames are supposed to line up with the split view's bounds' edges. NSSplitView is working around the problem, perhaps at the cost of more redrawing. (This message is only logged once per NSSplitView.)","The outer edges of the arranged view frames are supposed to line up with the split view's bounds' edges. NSSplitView is working around the problem, perhaps at the cost of more redrawing. (This message is only logged once per NSSplitView.)",1
USER_PROCESS: <*>,USER_PROCESS: <*> ttys000,USER_PROCESS: <*> ttys000,1
dynamic_cast error <*>: One or more of the following type_info's has hidden visibility. They should all have public visibility. <*> <*>.,"dynamic_cast error <*>: One or more of the following type_info's has hidden visibility. They should all have public visibility. N11OfficeSpace11IDataSourceE, N3Art30NativeExecuteActionControlUserE, 22CMsoGalleryUserDefault.","dynamic_cast error <*>: One or more of the following type_info's has hidden visibility. They should all have public visibility. N11OfficeSpace11IDataSourceE, N3Art30NativeExecuteActionControlUserE, 22CMsoGalleryUserDefault.",1
Warning: I could not find the column named <*>'.,Warning: I could not find the column named 'height'.,Warning: I could not find the column named 'height'.,1
Warning: I could not find the column named <*>'.,Warning: I could not find the column named 'width'.,Warning: I could not find the column named 'width'.,1
[<*>] <<< CFByteFlume >>> fbf_TCPConnEventHandler: [<*>] tcp_connection failed during reconnection attempt: error = <*>,[<*>] <<< CFByteFlume >>> fbf_TCPConnEventHandler: [<*>] tcp_connection failed during reconnection attempt: error = <*>,[<*>] <<< CFByteFlume >>> fbf_TCPConnEventHandler: [<*>] tcp_connection failed during reconnection attempt: error = <*>,1
"[<*>] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not create format reader for URL <*>,video FileType <*> MIMETYPE <*> SuggFileName (<*>) instantiationError = <*>","[<*>] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not create format reader for URL http:<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video FileType '????' MIMETYPE <*> SuggFileName (null) instantiationError = -<*>","[<*>] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not create format reader for URL http:<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video FileType '????' MIMETYPE <*> SuggFileName (null) instantiationError = -<*>",1
deny(<*>) file-read-data <*>,deny(<*>) file-read-data <*>,deny(<*>) file-read-data <*>,1
code validation failed in the process of getting signing information: Error Domain=<*> Code=<*> <*> UserInfo={SecCSArchitecture=<*>},"code validation failed in the process of getting signing information: Error Domain=<*> Code=-<*> ""(null)"" UserInfo={SecCSArchitecture=<*>}","code validation failed in the process of getting signing information: Error Domain=<*> Code=-<*> ""(null)"" UserInfo={SecCSArchitecture=<*>}",1
[<*>] FigDCP_GetCacheFileVersion signalled err=<*> (<*>) (unsupported file version) at <*> line <*>,[<*>] FigDCP_GetCacheFileVersion signalled err=-<*> (kFigDiskCacheProviderError_InvalidCacheFile) (unsupported file version) at <*> line <*>,[<*>] FigDCP_GetCacheFileVersion signalled err=-<*> (kFigDiskCacheProviderError_InvalidCacheFile) (unsupported file version) at <*> line <*>,1
[<*>] FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err=<*> (<*>) (Error creating FormatReader) at <*> line <*>,[<*>] FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err=-<*> (instantiationError) (Error creating FormatReader) at <*> line <*>,[<*>] FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err=-<*> (instantiationError) (Error creating FormatReader) at <*> line <*>,1
box: <*> deny(<*>) file-read-data <*>,box: <*>) deny(<*>) file-read-data <*>,box: <*>) deny(<*>) file-read-data <*>,1
[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: File Not Found,[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: File Not Found,[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: File Not Found,1
[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: Forbidden,[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: Forbidden,[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: Forbidden,1
[<*>] clientHandledCustomURLCancel signalled err=<*> (<*>) (No matching request found) at <*> line <*>,[<*>] clientHandledCustomURLCancel signalled err=-<*> (kFigHTTPError_ParamErr) (No matching request found) at <*> line <*>,[<*>] clientHandledCustomURLCancel signalled err=-<*> (kFigHTTPError_ParamErr) (No matching request found) at <*> line <*>,1
"__nw_path_evaluator_start_helper_connection_block_invoke net_helper_path_evaluation_start callback failed, dumping backtrace:","__nw_path_evaluator_start_helper_connection_block_invoke net_helper_path_evaluation_start callback failed, dumping backtrace:","__nw_path_evaluator_start_helper_connection_block_invoke net_helper_path_evaluation_start callback failed, dumping backtrace:",1
__mDNSGetRemoteMAC_block_invoke: Mach communication failed: <*> (os/kern) no space available,__mDNSGetRemoteMAC_block_invoke: Mach communication failed: <*> (<*>) no space available,__mDNSGetRemoteMAC_block_invoke: Mach communication failed: <*> (<*>) no space available,1
[<*>] figHttpRequestDidReceiveResponseCallback signalled err=<*> (<*>) (<*> File Not Found) at <*> line <*>,[<*>] figHttpRequestDidReceiveResponseCallback signalled err=-<*> (kFigHTTPError_FileNotFound) (<*> File Not Found) at <*> line <*>,[<*>] figHttpRequestDidReceiveResponseCallback signalled err=-<*> (kFigHTTPError_FileNotFound) (<*> File Not Found) at <*> line <*>,1
[<*>] figHttpRequestDidReceiveResponseCallback signalled err=<*> (<*>) (<*> Forbidden) at <*> line <*>,[<*>] figHttpRequestDidReceiveResponseCallback signalled err=-<*> (kFigHTTPError_Forbidden) (<*> Forbidden) at <*> line <*>,[<*>] figHttpRequestDidReceiveResponseCallback signalled err=-<*> (kFigHTTPError_Forbidden) (<*> Forbidden) at <*> line <*>,1
Sandbox: com.apple.Sandbox: WebKit(<*>) plede.WebKny(<*>)i file-reat(<*>) <*>,Sandbox: <*>: WebKit(co98m.ap54) plede.WebKny(<*>)i file-reat(d-data98 /priv54) <*>,Sandbox: <*>: WebKit(co98m.ap54) plede.WebKny(<*>)i file-reat(d-data98 /priv54) <*>,1
Sandbox: SpotlightNetHelp(<*>) deny(<*>) file-read-data <*>,Sandbox: SpotlightNetHelp(<*>) deny(<*>) file-read-data <*> Methods,Sandbox: <*>) deny(<*>) file-read-data <*>,1
Sandbox: SpotlightNetHelp(<*>) deny(<*>) file-read-data <*>,Sandbox: SpotlightNetHelp(<*>) deny(<*>) file-read-data <*> Layouts,Sandbox: <*>) deny(<*>) file-read-data <*>,1
KSPersistentTicketStore failed to load tickets. (productID: <*>) [<*> - '<*>'] (KSKeyedPersistentStore store directory does not exist. - <*> [<*>]),KSPersistentTicketStore failed to load tickets. (productID: <*>) [<*> - '<*>'] (KSKeyedPersistentStore store directory does not exist. - <*> [<*>]),KSPersistentTicketStore failed to load tickets. (productID: <*>) [<*> - '<*>'] (KSKeyedPersistentStore store directory does not exist. - <*> [<*>]),1
moduleFromLegacyDefaults: <ScreenSaverDefaults: <*>,moduleFromLegacyDefaults: <ScreenSaverDefaults: <*>,moduleFromLegacyDefaults: <ScreenSaverDefaults: <*>,1
ERROR: send_all(<*>) wrote <*> of <*> errno <*> (Broken pipe),ERROR: send_all(<*>) wrote -<*> of <*> errno <*> (Broken pipe),ERROR: send_all(<*>) wrote -<*> of <*> errno <*> (Broken pipe),1
EWSGetItemResponseType returned no results; the request may have timed out.,EWSGetItemResponseType returned no results; the request may have timed out.,EWSGetItemResponseType returned no results; the request may have timed out.,1
Errors logged by ksadmin: KSKeyedPersistentStore store directory does not exist. [<*> - <*> - '<*>'],Errors logged by ksadmin: KSKeyedPersistentStore store directory does not exist. [<*> - <*> - 'KSKeyedPersistentStore.m:<*>'],Errors logged by ksadmin: KSKeyedPersistentStore store directory does not exist. [<*> - <*> - 'KSKeyedPersistentStore.m:<*>'],1
ksadmin cannot access the ticket store:<KSUpdateError:<*>,ksadmin cannot access the ticket store:<KSUpdateError:<*>,ksadmin cannot access the ticket store:<KSUpdateError:<*>,1
[HID] [MT] MTSimpleHIDManager::deviceDidBootload device bootloaded,[HID] [MT] MTSimpleHIDManager::deviceDidBootload device bootloaded,[HID] [MT] MTSimpleHIDManager::deviceDidBootload device bootloaded,1
it(<*>) deny(<*>) file-read-data <*>,it(<*>) deny(<*>) file-read-data <*>,it(<*>) deny(<*>) file-read-data <*>,1
"Google Chrome[<*>] triggered unnest of range <*> of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.","Google Chrome[<*>] triggered unnest of range <*> of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.","Google Chrome[<*>] triggered unnest of range <*> of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
Got xpc error message in libspindump client connection: Connection invalid,Got xpc error message in libspindump client connection: Connection invalid,Got xpc error message in libspindump client connection: Connection invalid,1
IO80211AWDLMulticastPeer::transmitSuccess(): Alert. Expecting to receive tx status for sequence <*> got <*>,IO80211AWDLMulticastPeer::transmitSuccess(): Alert. Expecting to receive tx status for sequence <*> got <*>,IO80211AWDLMulticastPeer::transmitSuccess(): Alert. Expecting to receive tx status for sequence <*> got <*>,1
IO80211AWDLPeerManager::monitorAWDLState Disabling AWDL due to no services and no active sockets,IO80211AWDLPeerManager::monitorAWDLState Disabling AWDL due to no services and no active sockets,IO80211AWDLPeerManager::monitorAWDLState Disabling AWDL due to no services and no active sockets,1
KSKeyedPersistentStore store directory does not exist. [<*> - <*> - '<*>'],KSKeyedPersistentStore store directory does not exist. [<*> - <*> - 'KSKeyedPersistentStore.m:<*>'],KSKeyedPersistentStore store directory does not exist. [<*> - <*> - 'KSKeyedPersistentStore.m:<*>'],1
#<*> [I:AssetCacheLocatorService.queue] found no caching servers,#<*> [I:AssetCacheLocatorService.queue] found no caching servers,#<*> [I:AssetCacheLocatorService.queue] found no caching servers,1
Sandbox: Finder(<*>) System Policy: deny(<*>) file-write-create <*>,Sandbox: Finder(<*>) System Policy: deny(<*>) file-write-create <*>,Sandbox: Finder(<*>) System Policy: deny(<*>) file-write-create <*>,1
Lookup: Unhandled exception <*> caught in -[<*>],Lookup: Unhandled exception 'NSInternalInconsistencyException' caught in -[LULookupDefinitionModule lookupAnimationControllerForString:range:options:originProvider:inView:],Lookup: Unhandled exception 'NSInternalInconsistencyException' caught in -[LULookupDefinitionModule lookupAnimationControllerForString:range:options:originProvider:inView:],1
MessageTracer: load_domain_prefix_whitelist:<*>: Opening whitelist file: <*>,MessageTracer: load_domain_prefix_whitelist:<*>: Opening whitelist file: <*>,MessageTracer: load_domain_prefix_whitelist:<*>: Opening whitelist file: <*>,1
NSFileSandboxingRequestRelatedItemExtension: an error was received from pboxd instead of a token. Domain: <*> code: <*>,"NSFileSandboxingRequestRelatedItemExtension: an error was received from pboxd instead of a token. Domain: NSPOSIXErrorDomain, code: <*>","NSFileSandboxingRequestRelatedItemExtension: an error was received from pboxd instead of a token. Domain: NSPOSIXErrorDomain, code: <*>",1
NSScanner: nil string argument,NSScanner: nil string argument,NSScanner: nil string argument,1
NSWindow warning: adding an unknown subview: <FullSizeContentView: <*> Break on NSLog to debug.,NSWindow warning: adding an unknown subview: <FullSizeContentView: <*> Break on NSLog to debug.,NSWindow warning: adding an unknown subview: <FullSizeContentView: <*> Break on NSLog to debug.,1
QuickLookUIHelpe(<*>) deny file-read-data <*>,<*>) deny file-read-data <*>,<*>) deny file-read-data <*>,1
RTC: Alarm <*> sleep <*>,RTC: Alarm <*> sleep <*>,RTC: Alarm <*> sleep <*>,1
Returning cached encoded userInfo (<*>),Returning cached encoded userInfo (UAUserActivity.m #<*>),Returning cached encoded userInfo (UAUserActivity.m #<*>),1
Reverting sleep with relative wake,Reverting sleep with relative wake,Reverting sleep with relative wake,1
Running weekly periodic task.,Running weekly periodic task.,Running weekly periodic task.,1
SSaandbox:ndb ox: <*>(bKit(<*>) ) ddeennyy((<*>)) fifleile-re-raedad--ddaattaa <*>,SSaandbox:ndb ox: <*>(bKit(<*>) ) ddeennyy((<*>)) fifleile-re-raedad--ddaattaa <*>,SSaandbox:ndb ox: <*>(bKit(<*>) ) ddeennyy((<*>)) fifleile-re-raedad--ddaattaa <*>,1
SSandbandbox: ox: <*>(le.WebKit(<*>) <*>) deny(deny(<*>) <*>) filee--rreaead-data <*>,SSandbandbox: ox: <*>(le.WebKit(<*>) <*>) deny(deny(<*>) 1fil) filee--rreaead-data <*> /osts,SSandbandbox: ox: <*>(le.WebKit(<*>) <*>) deny(deny(<*>) 1fil) filee--rreaead-data <*> /osts,1
